id;fecha;dia;mes;anio;cuatrim;diasemana;esfinde
1038;03/11/2020;3;11;2020;3;martes;0
1039;04/11/2020;4;11;2020;3;miercoles;0
1040;05/11/2020;5;11;2020;3;jueves;0
1041;06/11/2020;6;11;2020;3;viernes;0
1042;07/11/2020;7;11;2020;3;sabado;1
1043;08/11/2020;8;11;2020;3;domingo;1
1044;09/11/2020;9;11;2020;3;lunes;0
1045;10/11/2020;10;11;2020;3;martes;0
1046;11/11/2020;11;11;2020;3;miercoles;0
1047;12/11/2020;12;11;2020;3;jueves;0
1048;13/11/2020;13;11;2020;3;viernes;0
1049;14/11/2020;14;11;2020;3;sabado;1
1050;15/11/2020;15;11;2020;3;domingo;1
1051;16/11/2020;16;11;2020;3;lunes;0
1052;17/11/2020;17;11;2020;3;martes;0
1053;18/11/2020;18;11;2020;3;miercoles;0
1054;19/11/2020;19;11;2020;3;jueves;0
1055;20/11/2020;20;11;2020;3;viernes;0
1056;21/11/2020;21;11;2020;3;sabado;1
1057;22/11/2020;22;11;2020;3;domingo;1
1058;23/11/2020;23;11;2020;3;lunes;0
1059;24/11/2020;24;11;2020;3;martes;0
1060;25/11/2020;25;11;2020;3;miercoles;0
1061;26/11/2020;26;11;2020;3;jueves;0
1062;27/11/2020;27;11;2020;3;viernes;0
1063;28/11/2020;28;11;2020;3;sabado;1
1064;29/11/2020;29;11;2020;3;domingo;1
1065;30/11/2020;30;11;2020;3;lunes;0
1066;01/12/2020;1;12;2020;3;martes;0
1067;02/12/2020;2;12;2020;3;miercoles;0
1068;03/12/2020;3;12;2020;3;jueves;0
1069;04/12/2020;4;12;2020;3;viernes;0
1070;05/12/2020;5;12;2020;3;sabado;1
1071;06/12/2020;6;12;2020;3;domingo;1
1072;07/12/2020;7;12;2020;3;lunes;0
1073;08/12/2020;8;12;2020;3;martes;0
1074;09/12/2020;9;12;2020;3;miercoles;0
1075;10/12/2020;10;12;2020;3;jueves;0
1076;11/12/2020;11;12;2020;3;viernes;0
1077;12/12/2020;12;12;2020;3;sabado;1
1078;13/12/2020;13;12;2020;3;domingo;1
1079;14/12/2020;14;12;2020;3;lunes;0
1080;15/12/2020;15;12;2020;3;martes;0
1081;16/12/2020;16;12;2020;3;miercoles;0
1082;17/12/2020;17;12;2020;3;jueves;0
1083;18/12/2020;18;12;2020;3;viernes;0
1084;19/12/2020;19;12;2020;3;sabado;1
1085;20/12/2020;20;12;2020;3;domingo;1
1086;21/12/2020;21;12;2020;3;lunes;0
1087;22/12/2020;22;12;2020;3;martes;0
1088;23/12/2020;23;12;2020;3;miercoles;0
1089;24/12/2020;24;12;2020;3;jueves;0
1090;25/12/2020;25;12;2020;3;viernes;0
1091;26/12/2020;26;12;2020;3;sabado;1
1092;27/12/2020;27;12;2020;3;domingo;1
1093;28/12/2020;28;12;2020;3;lunes;0
1094;29/12/2020;29;12;2020;3;martes;0
1095;30/12/2020;30;12;2020;3;miercoles;0
1096;31/12/2020;31;12;2020;3;jueves;0
1097;01/01/2021;1;1;2021;1;viernes;0
1098;02/01/2021;2;1;2021;1;sabado;1
1099;03/01/2021;3;1;2021;1;domingo;1
1100;04/01/2021;4;1;2021;1;lunes;0
1101;05/01/2021;5;1;2021;1;martes;0
1102;06/01/2021;6;1;2021;1;miercoles;0
1103;07/01/2021;7;1;2021;1;jueves;0
1104;08/01/2021;8;1;2021;1;viernes;0
1105;09/01/2021;9;1;2021;1;sabado;1
1106;10/01/2021;10;1;2021;1;domingo;1
1107;11/01/2021;11;1;2021;1;lunes;0
1108;12/01/2021;12;1;2021;1;martes;0
1109;13/01/2021;13;1;2021;1;miercoles;0
1110;14/01/2021;14;1;2021;1;jueves;0
1111;15/01/2021;15;1;2021;1;viernes;0
1112;16/01/2021;16;1;2021;1;sabado;1
1113;17/01/2021;17;1;2021;1;domingo;1
1114;18/01/2021;18;1;2021;1;lunes;0
1115;19/01/2021;19;1;2021;1;martes;0
1116;20/01/2021;20;1;2021;1;miercoles;0
1117;21/01/2021;21;1;2021;1;jueves;0
1118;22/01/2021;22;1;2021;1;viernes;0
1119;23/01/2021;23;1;2021;1;sabado;1
1120;24/01/2021;24;1;2021;1;domingo;1
1121;25/01/2021;25;1;2021;1;lunes;0
1122;26/01/2021;26;1;2021;1;martes;0
1123;27/01/2021;27;1;2021;1;miercoles;0
1124;28/01/2021;28;1;2021;1;jueves;0
1125;29/01/2021;29;1;2021;1;viernes;0
1126;30/01/2021;30;1;2021;1;sabado;1
1127;31/01/2021;31;1;2021;1;domingo;1
1128;01/02/2021;1;2;2021;1;lunes;0
1129;02/02/2021;2;2;2021;1;martes;0
1130;03/02/2021;3;2;2021;1;miercoles;0
1131;04/02/2021;4;2;2021;1;jueves;0
1132;05/02/2021;5;2;2021;1;viernes;0
1133;06/02/2021;6;2;2021;1;sabado;1
1134;07/02/2021;7;2;2021;1;domingo;1
1135;08/02/2021;8;2;2021;1;lunes;0
1136;09/02/2021;9;2;2021;1;martes;0
1137;10/02/2021;10;2;2021;1;miercoles;0
1138;11/02/2021;11;2;2021;1;jueves;0
1139;12/02/2021;12;2;2021;1;viernes;0
1140;13/02/2021;13;2;2021;1;sabado;1
1141;14/02/2021;14;2;2021;1;domingo;1
1142;15/02/2021;15;2;2021;1;lunes;0
1143;16/02/2021;16;2;2021;1;martes;0
1144;17/02/2021;17;2;2021;1;miercoles;0
1145;18/02/2021;18;2;2021;1;jueves;0
1146;19/02/2021;19;2;2021;1;viernes;0
1147;20/02/2021;20;2;2021;1;sabado;1
1148;21/02/2021;21;2;2021;1;domingo;1
1149;22/02/2021;22;2;2021;1;lunes;0
1150;23/02/2021;23;2;2021;1;martes;0
1151;24/02/2021;24;2;2021;1;miercoles;0
1152;25/02/2021;25;2;2021;1;jueves;0
1153;26/02/2021;26;2;2021;1;viernes;0
1154;27/02/2021;27;2;2021;1;sabado;1
1155;28/02/2021;28;2;2021;1;domingo;1
1156;01/03/2021;1;3;2021;1;lunes;0
1157;02/03/2021;2;3;2021;1;martes;0
1158;03/03/2021;3;3;2021;1;miercoles;0
1159;04/03/2021;4;3;2021;1;jueves;0
1160;05/03/2021;5;3;2021;1;viernes;0
1161;06/03/2021;6;3;2021;1;sabado;1
1162;07/03/2021;7;3;2021;1;domingo;1
1163;08/03/2021;8;3;2021;1;lunes;0
1164;09/03/2021;9;3;2021;1;martes;0
1165;10/03/2021;10;3;2021;1;miercoles;0
1166;11/03/2021;11;3;2021;1;jueves;0
1167;12/03/2021;12;3;2021;1;viernes;0
1168;13/03/2021;13;3;2021;1;sabado;1
1169;14/03/2021;14;3;2021;1;domingo;1
1170;15/03/2021;15;3;2021;1;lunes;0
1171;16/03/2021;16;3;2021;1;martes;0
1172;17/03/2021;17;3;2021;1;miercoles;0
1173;18/03/2021;18;3;2021;1;jueves;0
1174;19/03/2021;19;3;2021;1;viernes;0
1175;20/03/2021;20;3;2021;1;sabado;1
1176;21/03/2021;21;3;2021;1;domingo;1
1177;22/03/2021;22;3;2021;1;lunes;0
1178;23/03/2021;23;3;2021;1;martes;0
1179;24/03/2021;24;3;2021;1;miercoles;0
1180;25/03/2021;25;3;2021;1;jueves;0
1181;26/03/2021;26;3;2021;1;viernes;0
1182;27/03/2021;27;3;2021;1;sabado;1
1183;28/03/2021;28;3;2021;1;domingo;1
1184;29/03/2021;29;3;2021;1;lunes;0
1185;30/03/2021;30;3;2021;1;martes;0
1186;31/03/2021;31;3;2021;1;miercoles;0
1187;01/04/2021;1;4;2021;1;jueves;0
1188;02/04/2021;2;4;2021;1;viernes;0
1189;03/04/2021;3;4;2021;1;sabado;1
1190;04/04/2021;4;4;2021;1;domingo;1
1191;05/04/2021;5;4;2021;1;lunes;0
1192;06/04/2021;6;4;2021;1;martes;0
1193;07/04/2021;7;4;2021;1;miercoles;0
1194;08/04/2021;8;4;2021;1;jueves;0
1195;09/04/2021;9;4;2021;1;viernes;0
1196;10/04/2021;10;4;2021;1;sabado;1
1197;11/04/2021;11;4;2021;1;domingo;1
1198;12/04/2021;12;4;2021;1;lunes;0
1199;13/04/2021;13;4;2021;1;martes;0
1200;14/04/2021;14;4;2021;1;miercoles;0
1201;15/04/2021;15;4;2021;1;jueves;0
1202;16/04/2021;16;4;2021;1;viernes;0
1203;17/04/2021;17;4;2021;1;sabado;1
1204;18/04/2021;18;4;2021;1;domingo;1
1205;19/04/2021;19;4;2021;1;lunes;0
1206;20/04/2021;20;4;2021;1;martes;0
1207;21/04/2021;21;4;2021;1;miercoles;0
1208;22/04/2021;22;4;2021;1;jueves;0
1209;23/04/2021;23;4;2021;1;viernes;0
1210;24/04/2021;24;4;2021;1;sabado;1
1211;25/04/2021;25;4;2021;1;domingo;1
1212;26/04/2021;26;4;2021;1;lunes;0
1213;27/04/2021;27;4;2021;1;martes;0
1214;28/04/2021;28;4;2021;1;miercoles;0
1215;29/04/2021;29;4;2021;1;jueves;0
1216;30/04/2021;30;4;2021;1;viernes;0
1217;01/05/2021;1;5;2021;2;sabado;1
1218;02/05/2021;2;5;2021;2;domingo;1
1219;03/05/2021;3;5;2021;2;lunes;0
1220;04/05/2021;4;5;2021;2;martes;0
1221;05/05/2021;5;5;2021;2;miercoles;0
1222;06/05/2021;6;5;2021;2;jueves;0
1223;07/05/2021;7;5;2021;2;viernes;0
1224;08/05/2021;8;5;2021;2;sabado;1
1225;09/05/2021;9;5;2021;2;domingo;1
1226;10/05/2021;10;5;2021;2;lunes;0
1227;11/05/2021;11;5;2021;2;martes;0
1228;12/05/2021;12;5;2021;2;miercoles;0
1229;13/05/2021;13;5;2021;2;jueves;0
1230;14/05/2021;14;5;2021;2;viernes;0
1231;15/05/2021;15;5;2021;2;sabado;1
1232;16/05/2021;16;5;2021;2;domingo;1
1233;17/05/2021;17;5;2021;2;lunes;0
1234;18/05/2021;18;5;2021;2;martes;0
1235;19/05/2021;19;5;2021;2;miercoles;0
1236;20/05/2021;20;5;2021;2;jueves;0
1237;21/05/2021;21;5;2021;2;viernes;0
1238;22/05/2021;22;5;2021;2;sabado;1
1239;23/05/2021;23;5;2021;2;domingo;1
1240;24/05/2021;24;5;2021;2;lunes;0
1241;25/05/2021;25;5;2021;2;martes;0
1242;26/05/2021;26;5;2021;2;miercoles;0
1243;27/05/2021;27;5;2021;2;jueves;0
1244;28/05/2021;28;5;2021;2;viernes;0
1245;29/05/2021;29;5;2021;2;sabado;1
1246;30/05/2021;30;5;2021;2;domingo;1
1247;31/05/2021;31;5;2021;2;lunes;0
1248;01/06/2021;1;6;2021;2;martes;0
1249;02/06/2021;2;6;2021;2;miercoles;0
1250;03/06/2021;3;6;2021;2;jueves;0
1251;04/06/2021;4;6;2021;2;viernes;0
1252;05/06/2021;5;6;2021;2;sabado;1
1253;06/06/2021;6;6;2021;2;domingo;1
1254;07/06/2021;7;6;2021;2;lunes;0
1255;08/06/2021;8;6;2021;2;martes;0
1256;09/06/2021;9;6;2021;2;miercoles;0
1257;10/06/2021;10;6;2021;2;jueves;0
1258;11/06/2021;11;6;2021;2;viernes;0
1259;12/06/2021;12;6;2021;2;sabado;1
1260;13/06/2021;13;6;2021;2;domingo;1
1261;14/06/2021;14;6;2021;2;lunes;0
1262;15/06/2021;15;6;2021;2;martes;0
1263;16/06/2021;16;6;2021;2;miercoles;0
1264;17/06/2021;17;6;2021;2;jueves;0
1265;18/06/2021;18;6;2021;2;viernes;0
1266;19/06/2021;19;6;2021;2;sabado;1
1267;20/06/2021;20;6;2021;2;domingo;1
1268;21/06/2021;21;6;2021;2;lunes;0
1269;22/06/2021;22;6;2021;2;martes;0
1270;23/06/2021;23;6;2021;2;miercoles;0
1271;24/06/2021;24;6;2021;2;jueves;0
1272;25/06/2021;25;6;2021;2;viernes;0
1273;26/06/2021;26;6;2021;2;sabado;1
1274;27/06/2021;27;6;2021;2;domingo;1
1275;28/06/2021;28;6;2021;2;lunes;0
1276;29/06/2021;29;6;2021;2;martes;0
1277;30/06/2021;30;6;2021;2;miercoles;0
1278;01/07/2021;1;7;2021;2;jueves;0
1279;02/07/2021;2;7;2021;2;viernes;0
1280;03/07/2021;3;7;2021;2;sabado;1
1281;04/07/2021;4;7;2021;2;domingo;1
1282;05/07/2021;5;7;2021;2;lunes;0
1283;06/07/2021;6;7;2021;2;martes;0
1284;07/07/2021;7;7;2021;2;miercoles;0
1285;08/07/2021;8;7;2021;2;jueves;0
1286;09/07/2021;9;7;2021;2;viernes;0
1287;10/07/2021;10;7;2021;2;sabado;1
1288;11/07/2021;11;7;2021;2;domingo;1
1289;12/07/2021;12;7;2021;2;lunes;0
1290;13/07/2021;13;7;2021;2;martes;0
1291;14/07/2021;14;7;2021;2;miercoles;0
1292;15/07/2021;15;7;2021;2;jueves;0
1293;16/07/2021;16;7;2021;2;viernes;0
1294;17/07/2021;17;7;2021;2;sabado;1
1295;18/07/2021;18;7;2021;2;domingo;1
1296;19/07/2021;19;7;2021;2;lunes;0
1297;20/07/2021;20;7;2021;2;martes;0
1298;21/07/2021;21;7;2021;2;miercoles;0
1299;22/07/2021;22;7;2021;2;jueves;0
1300;23/07/2021;23;7;2021;2;viernes;0
1301;24/07/2021;24;7;2021;2;sabado;1
1302;25/07/2021;25;7;2021;2;domingo;1
1303;26/07/2021;26;7;2021;2;lunes;0
1304;27/07/2021;27;7;2021;2;martes;0
1305;28/07/2021;28;7;2021;2;miercoles;0
1306;29/07/2021;29;7;2021;2;jueves;0
1307;30/07/2021;30;7;2021;2;viernes;0
1308;31/07/2021;31;7;2021;2;sabado;1
1309;01/08/2021;1;8;2021;2;domingo;1
1310;02/08/2021;2;8;2021;2;lunes;0
1311;03/08/2021;3;8;2021;2;martes;0
1312;04/08/2021;4;8;2021;2;miercoles;0
1313;05/08/2021;5;8;2021;2;jueves;0
1314;06/08/2021;6;8;2021;2;viernes;0
1315;07/08/2021;7;8;2021;2;sabado;1
1316;08/08/2021;8;8;2021;2;domingo;1
1317;09/08/2021;9;8;2021;2;lunes;0
1318;10/08/2021;10;8;2021;2;martes;0
1319;11/08/2021;11;8;2021;2;miercoles;0
1320;12/08/2021;12;8;2021;2;jueves;0
1321;13/08/2021;13;8;2021;2;viernes;0
1322;14/08/2021;14;8;2021;2;sabado;1
1323;15/08/2021;15;8;2021;2;domingo;1
1324;16/08/2021;16;8;2021;2;lunes;0
1325;17/08/2021;17;8;2021;2;martes;0
1326;18/08/2021;18;8;2021;2;miercoles;0
1327;19/08/2021;19;8;2021;2;jueves;0
1328;20/08/2021;20;8;2021;2;viernes;0
1329;21/08/2021;21;8;2021;2;sabado;1
1330;22/08/2021;22;8;2021;2;domingo;1
1331;23/08/2021;23;8;2021;2;lunes;0
1332;24/08/2021;24;8;2021;2;martes;0
1333;25/08/2021;25;8;2021;2;miercoles;0
1334;26/08/2021;26;8;2021;2;jueves;0
1335;27/08/2021;27;8;2021;2;viernes;0
1336;28/08/2021;28;8;2021;2;sabado;1
1337;29/08/2021;29;8;2021;2;domingo;1
1338;30/08/2021;30;8;2021;2;lunes;0
1339;31/08/2021;31;8;2021;2;martes;0
1340;01/09/2021;1;9;2021;3;miercoles;0
1341;02/09/2021;2;9;2021;3;jueves;0
1342;03/09/2021;3;9;2021;3;viernes;0
1343;04/09/2021;4;9;2021;3;sabado;1
1344;05/09/2021;5;9;2021;3;domingo;1
1345;06/09/2021;6;9;2021;3;lunes;0
1346;07/09/2021;7;9;2021;3;martes;0
1347;08/09/2021;8;9;2021;3;miercoles;0
1348;09/09/2021;9;9;2021;3;jueves;0
1349;10/09/2021;10;9;2021;3;viernes;0
1350;11/09/2021;11;9;2021;3;sabado;1
1351;12/09/2021;12;9;2021;3;domingo;1
1352;13/09/2021;13;9;2021;3;lunes;0
1353;14/09/2021;14;9;2021;3;martes;0
1354;15/09/2021;15;9;2021;3;miercoles;0
1355;16/09/2021;16;9;2021;3;jueves;0
1356;17/09/2021;17;9;2021;3;viernes;0
1357;18/09/2021;18;9;2021;3;sabado;1
1358;19/09/2021;19;9;2021;3;domingo;1
1359;20/09/2021;20;9;2021;3;lunes;0
1360;21/09/2021;21;9;2021;3;martes;0
1361;22/09/2021;22;9;2021;3;miercoles;0
1362;23/09/2021;23;9;2021;3;jueves;0
1363;24/09/2021;24;9;2021;3;viernes;0
1364;25/09/2021;25;9;2021;3;sabado;1
1365;26/09/2021;26;9;2021;3;domingo;1
1366;27/09/2021;27;9;2021;3;lunes;0
1367;28/09/2021;28;9;2021;3;martes;0
1368;29/09/2021;29;9;2021;3;miercoles;0
1369;30/09/2021;30;9;2021;3;jueves;0
1370;01/10/2021;1;10;2021;3;viernes;0
1371;02/10/2021;2;10;2021;3;sabado;1
1372;03/10/2021;3;10;2021;3;domingo;1
1373;04/10/2021;4;10;2021;3;lunes;0
1374;05/10/2021;5;10;2021;3;martes;0
1375;06/10/2021;6;10;2021;3;miercoles;0
1376;07/10/2021;7;10;2021;3;jueves;0
1377;08/10/2021;8;10;2021;3;viernes;0
1378;09/10/2021;9;10;2021;3;sabado;1
1379;10/10/2021;10;10;2021;3;domingo;1
1380;11/10/2021;11;10;2021;3;lunes;0
1381;12/10/2021;12;10;2021;3;martes;0
1382;13/10/2021;13;10;2021;3;miercoles;0
1383;14/10/2021;14;10;2021;3;jueves;0
1384;15/10/2021;15;10;2021;3;viernes;0
1385;16/10/2021;16;10;2021;3;sabado;1
1386;17/10/2021;17;10;2021;3;domingo;1
1387;18/10/2021;18;10;2021;3;lunes;0
1388;19/10/2021;19;10;2021;3;martes;0
1389;20/10/2021;20;10;2021;3;miercoles;0
1390;21/10/2021;21;10;2021;3;jueves;0
1391;22/10/2021;22;10;2021;3;viernes;0
1392;23/10/2021;23;10;2021;3;sabado;1
1393;24/10/2021;24;10;2021;3;domingo;1
1394;25/10/2021;25;10;2021;3;lunes;0
1395;26/10/2021;26;10;2021;3;martes;0
1396;27/10/2021;27;10;2021;3;miercoles;0
1397;28/10/2021;28;10;2021;3;jueves;0
1398;29/10/2021;29;10;2021;3;viernes;0
1399;30/10/2021;30;10;2021;3;sabado;1
1400;31/10/2021;31;10;2021;3;domingo;1
1401;01/11/2021;1;11;2021;3;lunes;0
1402;02/11/2021;2;11;2021;3;martes;0
1403;03/11/2021;3;11;2021;3;miercoles;0
1404;04/11/2021;4;11;2021;3;jueves;0
1405;05/11/2021;5;11;2021;3;viernes;0
1406;06/11/2021;6;11;2021;3;sabado;1
1407;07/11/2021;7;11;2021;3;domingo;1
1408;08/11/2021;8;11;2021;3;lunes;0
1409;09/11/2021;9;11;2021;3;martes;0
1410;10/11/2021;10;11;2021;3;miercoles;0
1411;11/11/2021;11;11;2021;3;jueves;0
1412;12/11/2021;12;11;2021;3;viernes;0
1413;13/11/2021;13;11;2021;3;sabado;1
1414;14/11/2021;14;11;2021;3;domingo;1
1415;15/11/2021;15;11;2021;3;lunes;0
1416;16/11/2021;16;11;2021;3;martes;0
1417;17/11/2021;17;11;2021;3;miercoles;0
1418;18/11/2021;18;11;2021;3;jueves;0
1419;19/11/2021;19;11;2021;3;viernes;0
1420;20/11/2021;20;11;2021;3;sabado;1
1421;21/11/2021;21;11;2021;3;domingo;1
1422;22/11/2021;22;11;2021;3;lunes;0
1423;23/11/2021;23;11;2021;3;martes;0
1424;24/11/2021;24;11;2021;3;miercoles;0
1425;25/11/2021;25;11;2021;3;jueves;0
1426;26/11/2021;26;11;2021;3;viernes;0
1427;27/11/2021;27;11;2021;3;sabado;1
1428;28/11/2021;28;11;2021;3;domingo;1
1429;29/11/2021;29;11;2021;3;lunes;0
1430;30/11/2021;30;11;2021;3;martes;0
1431;01/12/2021;1;12;2021;3;miercoles;0
1432;02/12/2021;2;12;2021;3;jueves;0
1433;03/12/2021;3;12;2021;3;viernes;0
1434;04/12/2021;4;12;2021;3;sabado;1
1435;05/12/2021;5;12;2021;3;domingo;1
1436;06/12/2021;6;12;2021;3;lunes;0
1437;07/12/2021;7;12;2021;3;martes;0
1438;08/12/2021;8;12;2021;3;miercoles;0
1439;09/12/2021;9;12;2021;3;jueves;0
1440;10/12/2021;10;12;2021;3;viernes;0
1441;11/12/2021;11;12;2021;3;sabado;1
1442;12/12/2021;12;12;2021;3;domingo;1
1443;13/12/2021;13;12;2021;3;lunes;0
1444;14/12/2021;14;12;2021;3;martes;0
1445;15/12/2021;15;12;2021;3;miercoles;0
1446;16/12/2021;16;12;2021;3;jueves;0
1447;17/12/2021;17;12;2021;3;viernes;0
1448;18/12/2021;18;12;2021;3;sabado;1
1449;19/12/2021;19;12;2021;3;domingo;1
1450;20/12/2021;20;12;2021;3;lunes;0
1451;21/12/2021;21;12;2021;3;martes;0
1452;22/12/2021;22;12;2021;3;miercoles;0
1453;23/12/2021;23;12;2021;3;jueves;0
1454;24/12/2021;24;12;2021;3;viernes;0
1455;25/12/2021;25;12;2021;3;sabado;1
1456;26/12/2021;26;12;2021;3;domingo;1
1457;27/12/2021;27;12;2021;3;lunes;0
1458;28/12/2021;28;12;2021;3;martes;0
1459;29/12/2021;29;12;2021;3;miercoles;0
1460;30/12/2021;30;12;2021;3;jueves;0
1461;31/12/2021;31;12;2021;3;viernes;0
